Gene	HE6W_1_LA.1	HE6W_1_LA.2	HE6W_1_LA.3	HE6W_1_LA.4	HE6W_1_LA.5	HE6W_1_LA.6	HE6W_1_LA.7	HE6W_1_LA.8	HE6W_1_LA.9	HE6W_1_LA.10	HE6W_1_LA.11	HE6W_1_LA.12	HE6W_1_LA.13	HE6W_1_LA.14	HE6W_1_LA.15	HE6W_1_LA.16	HE6W_1_LA.17	HE6W_1_LA.18	HE6W_1_LA.19	HE6W_1_LA.20	HE6W_1_LA.21	HE6W_1_LA.22	HE6W_1_LA.23	HE6W_1_LA.24	HE6W_1_LA.25	HE6W_1_LA.26	HE6W_1_LA.27	HE6W_1_LA.28	HE6W_1_LA.29	HE6W_1_LA.30	HE6W_1_LA.31	HE6W_1_LA.32	HE6W_1_LA.33	HE6W_1_LA.34	HE6W_1_LA.35	HE6W_1_LA.36	HE6W_1_LA.37	HE6W_1_LA.38	HE6W_1_LA.39	HE6W_1_LA.40	HE6W_1_LA.41	HE6W_1_LA.42	HE6W_1_LA.43	HE6W_1_LA.44	HE6W_1_LA.45	HE6W_1_LA.46	HE6W_1_LA.47	HE6W_1_LA.48
SLC27A5	0	0	8.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC27A6	0	42.63	8.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.98	0	0	0	0	0	0	0	0	0	0	0	0	134.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC28A1	0	0	0	0	0	0	0	0	0	0	0	0	0	490.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC28A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.58	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35	0	0	0	0	83.61	0	0	0	0	0	0	0	0	0	0	0
SLC28A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC29A1	0	5.33	0	178.5	73.35	0	210.26	0	63.38	3.08	0	97.05	0	198	136.95	0	0	0	0	0	9	0	0	0	392.93	0	9.81	0	21.15	0	67.18	139.08	8.79	0	0	0	0	95.11	0	0	0	0	40.25	20.66	23.47	21.62	52.39	387.51
SLC29A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC29A3	0	0	0	0	0	0	0	0	0	0	0	4.62	0	77.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.79	0	0	0	0	0	0
SLC29A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02	4.65	0	0	0	0	0	0	0	0	0	0	9.29	0	0	0	0	0	0	0	0	0	0	0
SLC2A1	12.5	0	0	255	126.7	0	0	163.46	21.13	3.08	6.64	258.81	0	8.61	733.64	245.83	19.65	14.79	12.55	238.76	9	0	0	0	323.41	4.65	44.13	12.16	0	0	0	5.35	4.39	0	0	222.04	92.9	982.76	0	4.61	0	0	448.5	491.67	352.1	0	11.23	258.34
SLC2A1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75	0	0	0	0	0
SLC2A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.16	0	104.24	0	0	30.75	0	0	0	0	0	0	0	0	0	0	0	0	0	11.23	0
SLC2A11	12.5	0	0	0	0	0	0	0	0	0	0	4.62	0	0	0	0	0	310.55	0	0	26.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A12	0	0	0	0	0	0	0	0	0	0	0	0	22.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A13	12.5	0	0	0	0	0	0	0	0	0	6.64	0	0	0	4.89	0	0	0	0	0	17.99	0	0	0	0	0	0	0	0	0	0	0	35.15	0	0	0	0	0	0	0	24.8	0	0	0	23.47	21.62	0	0
SLC2A14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A3	0	0	8.65	0	0	0	64.69	0	0	0	0	101.67	0	8.61	0	0	0	0	0	0	0	335.88	0	0	21.16	0	0	0	0	0	44.79	197.92	0	0	0	0	0	0	0	0	347.23	0	0	0	0	0	0	0
SLC2A4	0	0	0	0	0	0	0	0	0	0	0	46.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A4RG	0	0	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312.35	0	0	0	0	0	148.05	0	0	0	70.29	0	0	0	0	0	0	4.61	0	0	5.75	0	563.35	0	3.74	0
SLC2A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93	0	0	0	0	0	0	0	0	0	0
SLC2A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301.34	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A8	0	21.31	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	0	0	12.14	0	0	39.23	0	0	0	0	42.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74	0
SLC2A9	0	0	0	0	0	0	0	0	0	0	0	0	0	223.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A1	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A10	0	0	0	0	0	0	0	98.08	887.39	0	0	628.54	0	8.61	24.45	0	19.65	0	0	0	0	0	0	0	84.63	0	0	0	0	0	0	0	0	0	0	0	9.29	0	0	0	0	0	11.5	256.16	0	0	3.74	0
SLC30A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89	0	0	0	0	210.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.62	0	0
SLC30A4	0	0	0	0	0	602.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A5	0	0	0	0	0	0	0	16.35	0	52.38	13.28	4.62	0	0	0	0	0	0	0	0	0	0	0	0	0	9.29	0	12.16	84.6	75.81	0	0	87.86	44.98	0	0	0	0	0	0	0	0	5.75	0	0	0	11.23	0
SLC30A6	0	0	0	0	20	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	0	0	0	0	18.58	34.32	0	0	0	0	0	0	0	0	15.86	0	0	0	4.61	8.27	0	0	0	0	0	3.74	0
SLC30A7	0	0	0	20.4	6.67	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	71.97	0	0	0	0	0	122.59	12.16	0	0	0	0	0	0	0	47.58	55.74	0	0	0	49.6	0	0	0	0	0	0	0
SLC30A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A9	0	5.33	0	0	26.67	0	0	0	0	92.44	0	0	0	17.22	0	0	19.65	0	0	9.55	44.98	0	0	0	6.05	78.97	34.32	0	0	0	0	48.14	17.57	0	0	0	0	0	0	0	33.07	431.87	5.75	28.92	0	194.56	0	0
SLC31A1	0	10.66	0	132.6	0	535.65	0	0	0	0	0	0	0	0	0	0	0	0	0	210.11	0	0	0	0	0	0	53.94	0	0	0	0	0	0	44.98	0	0	9.29	87.18	0	0	0	0	0	0	0	0	0	0
SLC31A2	0	5.33	43.23	0	113.36	0	0	0	21.13	83.2	0	0	0	0	0	7.45	0	0	0	0	0	0	0	0	0	4.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.25	0	0	0	0	10.76
SLC32A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC33A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.98	0	0	0	7.93	0	0	0	0	0	0	0	0	0	0
SLC34A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC34A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.66	0	0	0	0	0	0	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	157.08	0	0	4.13	0	0	0	0
SLC34A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35A1	0	0	0	0	0	0	0	0	0	77.03	0	0	0	0	48.91	0	0	0	0	0	0	0	0	0	0	0	29.42	0	148.05	0	0	0	83.47	89.95	0	174.46	0	0	0	0	124.01	0	0	0	0	0	48.64	0
SLC35A2	0	63.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.3	0	0	0	0	0	0	17.57	0	0	0	0	0	0	0	8.27	0	0	0	0	0	44.9	0
SLC35A3	0	0	0	0	0	0	0	16.35	0	0	0	0	0	17.22	0	7.45	0	0	0	0	53.98	0	0	0	3.02	246.21	0	0	137.47	0	291.13	10.7	0	0	0	0	0	0	0	0	0	0	5.75	0	0	0	0	0
SLC35A4	137.54	74.6	8.65	96.9	26.67	0	291.13	0	0	0	39.85	4.62	0	0	4.89	0	0	0	0	458.43	116.96	23.99	0	0	3.02	0	0	498.64	52.87	0	0	0	0	0	0	0	232.24	0	37.05	73.72	0	0	5.75	70.24	0	0	33.68	10.76
SLC35A5	0	79.92	0	0	0	0	0	0	0	80.12	0	0	11.19	0	0	0	0	0	0	0	0	0	0	0	0	60.39	4.9	0	0	0	0	0	43.93	0	0	0	0	0	0	0	0	0	0	0	23.47	0	0	0
SLC35B1	0	165.18	0	5.1	100.02	0	0	0	21.13	101.68	79.71	0	134.32	0	0	7.45	0	621.1	0	0	9	0	156.18	0	6.05	27.87	93.16	0	0	132.67	0	0	0	224.88	0	15.86	0	0	0	0	8.27	28.79	0	24.79	445.99	0	89.8	0
SLC35B2	0	0	0	0	0	0	16.17	0	0	15.41	26.57	0	0	0	0	0	0	0	0	28.65	53.98	0	0	12.14	0	0	19.61	0	0	0	67.18	53.49	17.57	0	0	0	37.16	0	0	23.04	0	0	0	0	0	0	18.71	0
SLC35B3	0	0	0	0	40.01	0	0	0	0	61.63	0	0	0	0	48.91	0	0	207.03	0	0	0	0	0	0	36.27	4.65	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61	0	0	0	24.79	0	0	0	0
SLC35B4	0	5.33	0	0	0	669.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.95	0	0	0	24.18	0	117.68	0	0	0	0	0	8.79	0	0	0	0	0	0	0	0	0	0	45.45	0	0	26.19	0
SLC35C1	0	0	0	0	0	0	0	0	0	0	0	4.62	0	0	0	0	0	0	0	0	0	0	0	0	0	32.52	0	0	0	0	0	0	0	0	0	0	0	23.78	0	0	0	0	0	0	0	0	48.64	0
SLC35C2	0	79.92	0	0	0	0	0	0	0	46.22	0	0	0	8.61	0	0	0	0	0	0	0	0	156.18	0	3.02	190.46	0	0	0	0	0	5.35	0	0	0	0	0	301.17	0	0	0	0	195.5	128.08	0	21.62	3.74	0
SLC35D1	12.5	0	0	0	0	0	0	0	0	46.22	0	0	0	0	4.89	0	0	14.79	0	0	0	0	0	0	0	0	0	12.16	0	47.38	0	48.14	0	0	0	0	0	0	0	0	0	28.79	5.75	0	0	0	11.23	0
SLC35D2	0	0	0	0	0	0	0	0	0	0	0	0	100.74	292.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259.12	5.75	0	0	0	7.48	0
SLC35D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35E1	137.54	0	0	0	46.68	0	0	0	0	0	112.92	0	839.49	0	0	566.15	0	0	0	0	0	0	0	0	0	55.75	0	0	0	0	0	0	17.57	0	0	0	0	0	0	0	0	28.79	0	0	0	0	0	0
SLC35E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.93	0	0	0	0	0	0	0	0	0	0	118.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35E2B	0	0	0	0	33.34	0	0	130.77	0	70.87	119.56	0	111.93	0	0	0	19.65	0	0	0	71.97	0	0	0	0	0	0	0	0	0	0	16.05	8.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35E3	0	0	8.65	0	0	0	0	0	0	0	106.28	0	0	0	0	0	0	0	0	0	89.97	0	0	0	0	0	4.9	0	0	0	0	21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35E4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35F1	0	0	0	0	0	0	0	0	0	3.08	0	4.62	0	8.61	4.89	7.45	19.65	29.58	0	0	17.99	0	0	0	3.02	4.65	4.9	0	0	0	0	0	4.39	0	0	0	0	0	0	0	0	0	0	0	23.47	172.94	811.98	0
SLC35F2	0	0	0	0	0	0	0	0	0	0	0	4.62	0	0	4.89	0	0	0	0	0	0	0	0	0	0	0	4.9	0	0	0	335.92	0	0	89.95	0	47.58	0	0	0	0	0	0	0	0	0	0	7.48	0
SLC35F3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35F4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35F5	0	10.66	0	0	26.67	0	0	0	0	0	0	0	5.6	0	4.89	0	0	14.79	0	0	0	0	0	0	3.02	27.87	0	121.62	0	0	0	0	0	0	0	0	0	0	37.05	0	206.69	0	0	0	0	0	0	0
SLC35F6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	156.18	0	3.02	4.65	73.55	133.78	0	0	0	133.73	0	0	0	0	0	0	0	0	0	0	5.75	0	0	0	74.84	0
SLC35G1	0	0	0	0	0	0	0	0	0	0	0	0	33.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74	0
SLC35G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35G4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35G5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35G6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC36A1	0	0	0	0	73.35	0	0	0	0	0	0	0	0	8.61	0	0	0	0	0	0	98.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC36A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	4.61	0	0	0	0	0	0	0	0
SLC36A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75	0	0	0	0	0
SLC36A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.73	0	0	0	0	0	0	0	82.93	0	0	0	0	0	0	0	0
SLC37A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75	0	0	0	0	0
SLC37A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517.58	0	28.65	0	0	0	0	3.02	0	0	0	0	0	0	0	0	0	0	0	0	0	37.05	0	0	0	0	0	0	0	0	0
SLC37A3	0	0	0	0	100.02	0	0	0	0	49.3	6.64	0	0	0	0	0	0	0	0	0	26.99	0	0	0	0	0	0	36.49	0	0	0	0	39.54	0	0	0	102.19	0	0	0	0	0	0	0	0	0	78.58	0
SLC37A4	0	202.48	0	0	0	0	0	0	0	0	53.14	0	33.58	0	0	111.74	0	0	0	0	0	0	0	12.14	102.77	0	0	0	0	0	0	0	0	89.95	0	0	0	0	0	4.61	0	0	0	12.39	0	0	0	10.76
SLC38A1	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458.43	0	0	0	0	6.05	4.65	0	0	0	0	0	0	8.79	0	0	0	0	0	0	0	0	0	0	0	0	21.62	0	0
SLC38A10	0	0	0	5.1	6.67	0	0	0	0	0	0	0	0	0	4.89	0	0	0	0	0	80.97	0	156.18	12.14	0	13.94	156.91	0	0	56.86	0	0	4.39	0	0	0	46.45	7.93	0	119.79	0	0	11.5	8.26	0	0	0	0
SLC38A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A2	1325.43	95.91	34.59	214.2	193.38	0	0	0	0	234.18	86.35	4.62	16.79	318.53	4.89	148.99	0	606.31	12.55	191.01	0	0	156.18	0	6.05	283.37	49.03	0	0	170.58	0	26.75	48.33	0	0	1126.05	0	0	185.26	27.64	0	0	17.25	20.66	23.47	0	89.8	0
SLC38A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185.79	0	0	0	0	0	143.75	0	0	0	0	0
SLC38A5	0	0	0	86.7	0	0	0	0	0	0	0	87.81	0	0	0	0	0	0	0	0	0	0	0	0	21.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A6	0	0	0	0	46.68	0	0	0	0	0	0	0	0	0	0	7.45	0	0	0	0	0	0	0	0	0	0	0	0	0	170.58	0	0	0	0	0	0	27.87	0	0	0	0	0	0	0	0	0	0	0
SLC38A7	0	0	8.65	0	0	0	0	0	0	0	39.85	0	0	17.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.57	0	0	0	0	0	0	15.86	0	0	0	13.82	0	0	5.75	0	0	0	7.48	0
SLC38A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74	0
SLC38A9	0	0	0	0	0	0	0	32.69	0	0	0	0	67.16	0	0	0	0	0	25.11	0	0	0	0	0	0	0	39.23	0	0	0	0	0	0	0	0	15.86	0	0	259.36	0	0	0	0	0	93.89	0	0	0
SLC39A1	12.5	53.28	0	96.9	33.34	0	0	0	0	49.3	0	0	201.48	0	0	0	39.31	369.7	0	0	188.93	0	0	0	9.07	116.14	83.36	0	0	0	0	299.56	70.29	0	0	158.6	157.93	0	37.05	4.61	0	0	0	0	0	0	217.03	10.76
SLC39A10	0	5.33	0	0	13.34	0	0	0	0	231.1	0	0	0	0	0	0	0	0	12.55	9.55	17.99	0	0	0	6.05	348.41	201.04	133.78	0	28.43	0	5.35	39.54	359.81	0	0	0	0	0	133.61	140.55	0	5.75	0	0	0	14.97	0
SLC39A11	0	0	0	0	13.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.99	0	0	0	0	0	0	0	0	0	0	8.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A12-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A13	0	10.66	0	0	40.01	0	16.17	0	0	77.03	152.78	4.62	5.6	0	0	0	0	0	12.55	0	0	0	0	0	51.38	4.65	14.71	0	0	0	0	21.4	4.39	0	0	15.86	157.93	0	0	92.15	107.48	0	5.75	16.53	23.47	0	235.74	0
SLC39A14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.9	0	0	0	0	0	0	0	0	0	0	0
SLC39A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A3	12.5	0	0	5.1	73.35	0	0	16.35	0	0	0	138.65	0	0	0	7.45	0	0	0	9.55	80.97	0	0	12.14	120.9	55.75	58.84	0	0	132.67	0	80.24	0	0	0	0	0	0	148.21	0	8.27	0	5.75	24.79	0	0	14.97	0
SLC39A4	0	0	0	0	46.68	66.96	0	0	0	0	33.21	41.59	0	0	78.25	7.45	0	0	0	0	0	0	0	0	51.38	106.85	0	0	0	0	0	0	39.54	134.93	0	0	9.29	0	0	0	8.27	0	0	0	0	778.24	3.74	0
SLC39A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A6	0	0	0	0	0	0	0	0	0	18.49	0	0	0	0	0	0	0	133.09	0	0	0	0	0	0	3.02	37.16	4.9	0	0	28.43	0	5.35	74.69	0	0	0	0	0	0	0	0	1439.55	5.75	0	0	0	0	0
SLC39A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35	175.73	0	0	0	0	0	0	0	0	0	5.75	0	0	0	138.45	0
SLC39A8	0	0	510.16	790.5	20	0	32.35	32.69	0	0	0	143.27	0	0	132.06	0	0	0	0	0	0	0	0	12.14	148.1	4.65	0	0	0	0	0	0	4.39	0	0	0	0	87.18	74.1	0	0	0	184	309.87	0	0	0	129.17
SLC39A9	0	37.3	0	0	0	66.96	0	0	0	27.73	0	0	0	0	0	0	0	0	0	0	152.95	0	156.18	0	0	0	0	0	0	18.95	0	0	0	89.95	0	0	0	0	0	96.75	0	0	0	0	0	0	0	0
SLC3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC3A2	0	5.33	69.17	5.1	200.05	0	16.17	245.19	0	27.73	132.85	244.94	106.34	172.18	459.75	238.38	19.65	1109.11	0	19.1	89.97	0	0	0	139.04	483.13	107.87	0	10.57	0	111.97	112.34	105.44	404.79	0	15.86	0	7.93	666.94	225.76	0	0	143.75	227.24	93.89	0	97.29	0
SLC40A1	12.5	42.63	242.11	61.2	6.67	0	16.17	228.85	0	0	0	13.86	330.2	2083.35	34.24	283.08	1513.36	1049.95	87.88	9.55	314.89	0	0	12.14	6.05	92.91	14.71	12.16	0	9.48	179.16	0	0	359.81	0	15.86	65.03	7.93	74.1	4.61	24.8	0	74.75	0	0	43.24	22.45	0
SLC41A1	0	0	0	5.1	0	0	0	0	0	0	79.71	36.97	0	0	117.38	0	0	0	0	0	0	0	0	0	3.02	0	9.81	0	0	0	0	144.43	0	0	0	0	315.85	206.06	0	0	0	0	5.75	16.53	23.47	0	3.74	0
SLC41A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61	0	0	0	0	0	0	3.74	0
SLC41A3	212.57	0	8.65	0	13.34	0	16.17	0	0	0	0	0	0	0	4.89	0	0	0	0	0	107.96	0	0	0	0	0	63.74	0	0	0	0	133.73	0	0	0	0	0	0	37.05	124.4	0	0	11.5	0	0	21.62	48.64	0
SLC43A1	12.5	5.33	164.29	0	0	0	0	0	380.31	0	0	41.59	0	0	342.37	0	0	0	0	0	0	0	0	0	0	41.81	34.32	0	0	9.48	0	64.19	0	44.98	0	111.02	0	0	0	0	0	0	0	4.13	0	0	41.16	21.53
SLC43A2	0	5.33	0	0	26.67	0	0	0	21.13	3.08	0	0	11.19	137.74	58.69	0	0	0	0	19.1	0	23.99	0	0	0	0	4.9	0	0	236.91	0	0	13.18	44.98	0	0	9.29	0	0	32.25	0	28.79	5.75	0	0	0	7.48	0
